sim_id,movienames
198,002691_LUS_SINAISDOFUTURO_|002008_LUS_QUEMQUERSMILION_HD_|021994_LUS_FILHOSHUANGSHI_58175000_|014682_LUS_COLOMBIANA_|000092_LUS_TURISTAS_|002213_LUS_MAMMAMIA_HD_|025071_LUS_CRONARNIAVIAGCAMALV_64467000_|022541_LUS_RAPTADOS_60344000_|005736_LUS_JOGO_HD_|024227_LUS_PATOLOGIA_59218000_|011003_LUS_GNOMEUEJULIETA_VP_|000877_LUS_VEMCOMIGO_|024204_LUS_RUCACLUBECO_VOL6_63914_695370D_|020180_LUS_DESCARADAMENTEINFIEIS_64420000_|028369_LUS_CENARIOMORTAL_67324000_
199,005372_LUS_PLANETA51_VP_|012029_LUS_TEKKENOFILME_|014177_LUS_SPYKIDS4_|000102_LUS_BRATZOFILMEVDOB_|008541_LUS_GRANDEMOCAMEU_|001522_LUS_YOUNGPEOPLEFUCKING_|025690_LUS_TERRAPROMET_65827000_|021930_LUS_POCAHONTASVP_27878000_VP_|002691_LUS_SINAISDOFUTURO_|024204_LUS_RUCACLUBECO_VOL6_63914_695370D_|010931_LUS_DISCURSODOREI_|027638_LUS_STOKER_67075000_|018789_LUS_EUSOUALENDA_62106000_|020480_LUS_NALIEUE13ULT_61619000_|017090_LUS_ESPIAOFANTASM_62833000_
200,008745_LUS_300_|010083_LUS_PRECOTRAICAO_|001023_LUS_HOMEMDEFERRO_|029647_LUS_ROMANCEARRISCADO_55158000_|024607_LUS_AMITYVILLE_64985000_|001522_LUS_YOUNGPEOPLEFUCKING_|024590_LUS_VIAGEMPOPEYE_66734000_|018789_LUS_EUSOUALENDA_62106000_|022541_LUS_RAPTADOS_60344000_|018827_LUS_APRESA_64399000_|018836_LUS_GETSMARTOLHOVIVO_62092000_|005736_LUS_JOGO_HD_|000076_LUS_OFIELJARDINEIRO_|013410_LUS_ARTURVING2_VP_HD_|024587_LUS_MONGOL_66732000_
201,000877_LUS_VEMCOMIGO_|025693_LUS_TUDOPOR1BEBE_64425000_|025114_LUS_CACADORULTIGRTASM_64724000_|028401_LUS_GARFIELDFESTIVCOMED_61365000_VP_|012899_LUS_ARVOREDAVIDA_|010423_LUS_DIADETREINO_|008413_LUS_ECLIPSE_|022581_LUS_SABORPAIXAO_56589000_|009382_LUS_VINGSUPRHOMFERRO_|000152_LUS_DUMBO_|011998_LUS_KICKASS_|016322_LUS_127HORAS_64472000_|004421_LUS_INIMIGOSPUBLICOS_|024204_LUS_RUCACLUBECO_VOL6_63914_695370D_|003018_LUS_ZACKMIRIFAZEMPORNO_
202,004421_LUS_INIMIGOSPUBLICOS_|000080_LUS_SAW3OLEGADO_|019932_LUS_AMIGOSIMPROVAVEIS_VP_64400000_|028395_LUS_PRINCIPIOINCERTEZA_57758000_|024214_LUS_ANTICRISTO_51899000_|015028_LUS_OSSMURFS_64447_|024863_LUS_POLAREXPRESS_62129000_VP_|027114_LUS_AMORELETRAS_65531000_|002027_LUS_DARKKNIGHT_HD_|029107_LUS_DIARPRINCNOIVREAL_55797000_|024858_LUS_CATWOMAN_62067000_|015783_LUS_3MOSQUETEIROS_63020000_|019938_LUS_DAMADEFERRO_65660000_|027117_LUS_10ANOSDEPOIS_66422000_|016340_LUS_PLANETAMACACOSORIGEM_65275000_
203,003249_LUS_HARRYPOTTERPRISAZK_|025684_LUS_ZARAFA_VP_65340000_|007405_LUS_ASTROBOY_|000104_LUS_COLECCIONADOROLHOS_|025631_LUS_SOZINHA_65200000_|026877_LUS_PANTERACOROSA_65436000_|008535_LUS_CARTASPARAJULIETA_|014177_LUS_SPYKIDS4_|024227_LUS_PATOLOGIA_59218000_|012908_LUS_BEASTLY_|024645_LUS_VERTIGEM_61625000_|026476_LUS_ERA1VEZ1PAI_55949000_|018491_LUS_TRES_65031000_|026880_LUS_HOMEMABATER_64426000_|018836_LUS_GETSMARTOLHOVIVO_62092000_
204,028732_LUS_MEDOPRIMARIO_66502000_|024858_LUS_CATWOMAN_62067000_|002247_LUS_RAPAZPIJAMARISCAS_|020180_LUS_DESCARADAMENTEINFIEIS_64420000_|004795_LUS_ORFA_|001547_LUS_TWILIGHT_HD_|028401_LUS_GARFIELDFESTIVCOMED_61365000_VP_|014159_LUS_HORAPONTA3_|013634_LUS_LARRYCROWNE_|004354_LUS_HARRYPOTTPRINCMIST_|000265_LUS_SAWENIGMAMORTAL_|003018_LUS_ZACKMIRIFAZEMPORNO_|024864_LUS_CISNENEGRO_64470000_|005736_LUS_JOGO_HD_|022536_LUS_OSUBSTITUTO_66413000_
205,001023_LUS_HOMEMDEFERRO_|028341_LUS_VISITANTESNAMERICA_53617000_|028367_LUS_VIDAN1MOMENTO_67281000_|015851_LUS_1CALOIR7PASPALH_58698000_|022030_LUS_MARGINAIS_66299000_|027942_LUS_AVENTPEQPOLEGAREZINHA_54753000_VP_|019934_LUS_1MONSTROPARIS_61442000_VP_|016321_LUS_RIO_VP_64471000_|027490_LUS_TOMASEAMIGANIMZOO_63527_695659D_|024587_LUS_MONGOL_66732000_|023518_LUS_SAFEOINTOCAVEL_66511000_|000152_LUS_DUMBO_|012550_LUS_WINXAVENTURAMAGICA_|002208_LUS_OGLADIADOR_|016614_LUS_ATOUPEIRA_5259000_
206,021966_LUS_SEGBBMOUNT_UNIVERSAL_64307000_|026969_LUS_ARANHAS_63574000_|029318_LUS_TEMOSFALARSOBKEVIN_65924000_|001015_LUS_MACACOSESPACO_VP_|017793_LUS_REBELDSALVADOR_65663000_|008492_LUS_DARTACAO_OFILME_|000055_LUS_TCAESMERECEMCEU_|015796_LUS_GATOBOTAS_VP_63550000_|022079_LUS_ASSASSINOEMIM_62635000_|014695_LUS_KILLERELITE_|001023_LUS_HOMEMDEFERRO_|021285_LUS_MATCASREENCARN_61631000_|002006_LUS_ADUQUESA_HD_|015028_LUS_OSSMURFS_64447_|016333_LUS_XMENOINICIO_65291000_
207,027942_LUS_AVENTPEQPOLEGAREZINHA_54753000_VP_|025076_LUS_SEMTI_61341000_|025702_LUS_7PSICOPATAS_66281000_|022536_LUS_OSUBSTITUTO_66413000_|028732_LUS_MEDOPRIMARIO_66502000_|018775_LUS_AMULHERDENEGRO_63026000_|021966_LUS_SEGBBMOUNT_UNIVERSAL_64307000_|011405_LUS_OEXORCISMO_|016321_LUS_RIO_VP_64471000_|029647_LUS_ROMANCEARRISCADO_55158000_|014159_LUS_HORAPONTA3_|012550_LUS_WINXAVENTURAMAGICA_|001097_LUS_STEPUP_|017109_LUS_HOMEMNOLIMITE_63401000_|012618_LUS_THEMECHANICOPROFISSIONAL_
208,022536_LUS_OSUBSTITUTO_66413000_|010083_LUS_PRECOTRAICAO_|020746_LUS_CHOKDEEARTCAMP_66089000_|010931_LUS_DISCURSODOREI_|016322_LUS_127HORAS_64472000_|024203_LUS_PEQNICOLAS_VOL8_62592_695371D_|012576_LUS_OCODIGOBASE_|015851_LUS_1CALOIR7PASPALH_58698000_|005736_LUS_JOGO_HD_|024854_LUS_10000AC_62050000_|012017_LUS_AULTIMANOITE_|015162_LUS_MEDOPROFUNDO_63035000_|028485_LUS_FRAGILSOMMOTOR_66038000_|000265_LUS_SAWENIGMAMORTAL_|017789_LUS_IDSECRETA_65581000_
209,012899_LUS_ARVOREDAVIDA_|021285_LUS_MATCASREENCARN_61631000_|028405_LUS_3096DIAS_65991000_|012029_LUS_TEKKENOFILME_|026881_LUS_PEDACINHOPARAISO_61913000_|018827_LUS_APRESA_64399000_|018880_LUS_BUSCIDADEPERD_70117000_|003006_LUS_NOLIMITEDOAMOR_|027940_LUS_HOSPEDESINDESEJADOS_67234000|027638_LUS_STOKER_67075000_|002509_LUS_YESMAN_|027111_LUS_MANUALDAMOR_63585000_|022077_LUS_HESHER_61764000_|024645_LUS_VERTIGEM_61625000_|008179_LUS_OSMERCENARIOS_
210,021960_LUS_DARKTIDE_66294000_|026458_LUS_LADRCOMESTILO_63638000_|026461_LUS_DESPERTAR_63765000_|021931_LUS_TERCEIROPASSO_62028000_|015796_LUS_GATOBOTAS_VP_63550000_|025114_LUS_CACADORULTIGRTASM_64724000_|004459_LUS_BONES2_|018836_LUS_GETSMARTOLHOVIVO_62092000_|021930_LUS_POCAHONTASVP_27878000_VP_|021987_LUS_MUNDENCANTGIGI_60283000_VP_|026969_LUS_ARANHAS_63574000_|024204_LUS_RUCACLUBECO_VOL6_63914_695370D_|013410_LUS_ARTURVING2_VP_HD_|026512_LUS_FORCAG_61528000_VP_|004795_LUS_ORFA_
211,023518_LUS_SAFEOINTOCAVEL_66511000_|002008_LUS_QUEMQUERSMILION_HD_|018836_LUS_GETSMARTOLHOVIVO_62092000_|022078_LUS_RUNAWAYS_61924000_|015028_LUS_OSSMURFS_64447_|008492_LUS_DARTACAO_OFILME_|021987_LUS_MUNDENCANTGIGI_60283000_VP_|000292_LUS_ARTURMINIMEUSVP_|027667_LUS_THEAST_67240000_|025701_LUS_SNITCH_63868000_|021960_LUS_DARKTIDE_66294000_|013410_LUS_ARTURVING2_VP_HD_|024863_LUS_POLAREXPRESS_62129000_VP_|016600_LUS_XMENCONFRONTO_65292000_|022541_LUS_RAPTADOS_60344000_
212,026512_LUS_FORCAG_61528000_VP_|021995_LUS_MORTENEGRA_60346000_|029107_LUS_DIARPRINCNOIVREAL_55797000_|024595_LUS_DUPLOIMPACTO_65440000_|028347_LUS_PELE_54257000_|020719_LUS_SCARYMOVIE3_63800000_|025655_LUS_FOGCONTRAFOG_65786000_|021987_LUS_MUNDENCANTGIGI_60283000_VP_|016333_LUS_XMENOINICIO_65291000_|026515_LUS_CATCH44_63349000_|020166_LUS_GRAVIDAMASPOUCO_61648000_|022581_LUS_SABORPAIXAO_56589000_|015188_LUS_HOSPICIO_61785000_|022079_LUS_ASSASSINOEMIM_62635000_|014695_LUS_KILLERELITE_
213,018880_LUS_BUSCIDADEPERD_70117000_|020719_LUS_SCARYMOVIE3_63800000_|023518_LUS_SAFEOINTOCAVEL_66511000_|017109_LUS_HOMEMNOLIMITE_63401000_|011405_LUS_OEXORCISMO_|028371_LUS_CONFIANCATRAIDA_67282000_|025706_LUS_BRACODIREITSATAN_56325000_|000055_LUS_TCAESMERECEMCEU_|016576_LUS_GARFIELD2_65257000_|016575_LUS_GARFIELDFILME_65256000_|028367_LUS_VIDAN1MOMENTO_67281000_|016600_LUS_XMENCONFRONTO_65292000_|025071_LUS_CRONARNIAVIAGCAMALV_64467000_|021966_LUS_SEGBBMOUNT_UNIVERSAL_64307000_|024858_LUS_CATWOMAN_62067000_
214,026441_LUS_SPINRITMLAT_58364000_|026880_LUS_HOMEMABATER_64426000_|016644_LUS_APOLLO18_5439000_|000292_LUS_ARTURMINIMEUSVP_|026969_LUS_ARANHAS_63574000_|002578_LUS_OELEFANTEAZUL_|026877_LUS_PANTERACOROSA_65436000_|013644_LUS_DIARIONPAIXAO_|028367_LUS_VIDAN1MOMENTO_67281000_|016333_LUS_XMENOINICIO_65291000_|011998_LUS_KICKASS_|024587_LUS_MONGOL_66732000_|027942_LUS_AVENTPEQPOLEGAREZINHA_54753000_VP_|028334_LUS_POKEMON6_65678000_|025701_LUS_SNITCH_63868000_
215,003006_LUS_NOLIMITEDOAMOR_|017825_LUS_PROMETAMARTE_63263000_|000292_LUS_ARTURMINIMEUSVP_|025701_LUS_SNITCH_63868000_|025655_LUS_FOGCONTRAFOG_65786000_|028364_LUS_1CONTODENATAL_52455000_VO_|025658_LUS_KICKBOXER3_55744000_|008179_LUS_OSMERCENARIOS_|000055_LUS_TCAESMERECEMCEU_|016340_LUS_PLANETAMACACOSORIGEM_65275000_|002275_LUS_VELOCIDADEMFURIOSA_|028488_LUS_TURBULENCIASAMOR_67032000_|001023_LUS_HOMEMDEFERRO_|028365_LUS_1CONTODENATAL_52455000_VP_|020714_LUS_SCARYMOVIE_65590000_
216,021942_LUS_NATALPERDIDO_65362000_|004537_LUS_PARAMINHAIRMA_|003150_LUS_DIARIODAPRINCESA_|001348_LUS_SAW5_|013644_LUS_DIARIONPAIXAO_|000102_LUS_BRATZOFILMEVDOB_|021987_LUS_MUNDENCANTGIGI_60283000_VP_|000008_LUS_CIDADEBAIXA_|015851_LUS_1CALOIR7PASPALH_58698000_|000291_LUS_ASTERIXVIKINGSVP_|023518_LUS_SAFEOINTOCAVEL_66511000_|022076_LUS_OSILENCIO_66325000_|012899_LUS_ARVOREDAVIDA_|001857_LUS_TRANSPORTER3_HD_|003006_LUS_NOLIMITEDOAMOR_
217,015171_LUS_GANGSTERAMERICA_59235000_|013679_LUS_CACADORESDRAGOES_|025690_LUS_TERRAPROMET_65827000_|005736_LUS_JOGO_HD_|018775_LUS_AMULHERDENEGRO_63026000_|016322_LUS_127HORAS_64472000_|021942_LUS_NATALPERDIDO_65362000_|027638_LUS_STOKER_67075000_|017793_LUS_REBELDSALVADOR_65663000_|017109_LUS_HOMEMNOLIMITE_63401000_|021285_LUS_MATCASREENCARN_61631000_|024204_LUS_RUCACLUBECO_VOL6_63914_695370D_|019934_LUS_1MONSTROPARIS_61442000_VP_|002275_LUS_VELOCIDADEMFURIOSA_|008492_LUS_DARTACAO_OFILME_
218,001522_LUS_YOUNGPEOPLEFUCKING_|019932_LUS_AMIGOSIMPROVAVEIS_VP_64400000_|022541_LUS_RAPTADOS_60344000_|016327_LUS_BORAT_65245000_|027667_LUS_THEAST_67240000_|024203_LUS_PEQNICOLAS_VOL8_62592_695371D_|028334_LUS_POKEMON6_65678000_|002208_LUS_OGLADIADOR_|025114_LUS_CACADORULTIGRTASM_64724000_|013660_LUS_TINHASMSMSERTU_|028354_LUS_VIDASELVAGEMFILME_67297000_|002562_LUS_SCARYMOVIE2_|000080_LUS_SAW3OLEGADO_|017847_LUS_GHOSTRIDERVING_63304000_|028369_LUS_CENARIOMORTAL_67324000_
219,025684_LUS_ZARAFA_VP_65340000_|027111_LUS_MANUALDAMOR_63585000_|024204_LUS_RUCACLUBECO_VOL6_63914_695370D_|028365_LUS_1CONTODENATAL_52455000_VP_|001522_LUS_YOUNGPEOPLEFUCKING_|020162_LUS_MISTERIORUA7_63172000_|025655_LUS_FOGCONTRAFOG_65786000_|014695_LUS_KILLERELITE_|024590_LUS_VIAGEMPOPEYE_66734000_|015171_LUS_GANGSTERAMERICA_59235000_|025071_LUS_CRONARNIAVIAGCAMALV_64467000_|028732_LUS_MEDOPRIMARIO_66502000_|025706_LUS_BRACODIREITSATAN_56325000_|028367_LUS_VIDAN1MOMENTO_67281000_|026515_LUS_CATCH44_63349000_
220,024586_LUS_KILLIRISHMAN_66731000_|011979_LUS_SAW6_|025706_LUS_BRACODIREITSATAN_56325000_|016600_LUS_XMENCONFRONTO_65292000_|018874_LUS_ONGBAK3_65814000_|015796_LUS_GATOBOTAS_VP_63550000_|024864_LUS_CISNENEGRO_64470000_|015783_LUS_3MOSQUETEIROS_63020000_|002006_LUS_ADUQUESA_HD_|017791_LUS_DRIVEDUPLRISC_65661000_|008745_LUS_300_|002247_LUS_RAPAZPIJAMARISCAS_|016614_LUS_ATOUPEIRA_5259000_|016575_LUS_GARFIELDFILME_65256000_|016631_LUS_JUSTICA_62092000_
221,002562_LUS_SCARYMOVIE2_|022030_LUS_MARGINAIS_66299000_|014159_LUS_HORAPONTA3_|005372_LUS_PLANETA51_VP_|000008_LUS_CIDADEBAIXA_|029647_LUS_ROMANCEARRISCADO_55158000_|000293_LUS_WINX_VP_|025071_LUS_CRONARNIAVIAGCAMALV_64467000_|020166_LUS_GRAVIDAMASPOUCO_61648000_|002275_LUS_VELOCIDADEMFURIOSA_|015028_LUS_OSSMURFS_64447_|022077_LUS_HESHER_61764000_|016574_LUS_HORTONEQUEM_VP_65251000_|012029_LUS_TEKKENOFILME_|003018_LUS_ZACKMIRIFAZEMPORNO_
222,025114_LUS_CACADORULTIGRTASM_64724000_|029647_LUS_ROMANCEARRISCADO_55158000_|024595_LUS_DUPLOIMPACTO_65440000_|017866_LUS_VERGONHA_63394000_|021995_LUS_MORTENEGRA_60346000_|028367_LUS_VIDAN1MOMENTO_67281000_|013660_LUS_TINHASMSMSERTU_|027638_LUS_STOKER_67075000_|028401_LUS_GARFIELDFESTIVCOMED_61365000_VP_|013634_LUS_LARRYCROWNE_|016644_LUS_APOLLO18_5439000_|015188_LUS_HOSPICIO_61785000_|017791_LUS_DRIVEDUPLRISC_65661000_|016335_LUS_PINGUINSSRPOPPER_65269000_|028333_LUS_POKEMON5_55561000_
223,020184_LUS_LOCKOUT_63737000_|011979_LUS_SAW6_|021966_LUS_SEGBBMOUNT_UNIVERSAL_64307000_|000293_LUS_WINX_VP_|001857_LUS_TRANSPORTER3_HD_|024595_LUS_DUPLOIMPACTO_65440000_|001348_LUS_SAW5_|028347_LUS_PELE_54257000_|028371_LUS_CONFIANCATRAIDA_67282000_|025655_LUS_FOGCONTRAFOG_65786000_|020746_LUS_CHOKDEEARTCAMP_66089000_|020480_LUS_NALIEUE13ULT_61619000_|016644_LUS_APOLLO18_5439000_|024864_LUS_CISNENEGRO_64470000_|015162_LUS_MEDOPROFUNDO_63035000_
224,004354_LUS_HARRYPOTTPRINCMIST_|019363_LUS_ESPELHOMEU_VP_63742000_VP_|016340_LUS_PLANETAMACACOSORIGEM_65275000_|016631_LUS_JUSTICA_62092000_|026881_LUS_PEDACINHOPARAISO_61913000_|008413_LUS_ECLIPSE_|016322_LUS_127HORAS_64472000_|014159_LUS_HORAPONTA3_|026645_LUS_BALACERTEIRA_67106000_|001015_LUS_MACACOSESPACO_VP_|017793_LUS_REBELDSALVADOR_65663000_|017866_LUS_VERGONHA_63394000_|027111_LUS_MANUALDAMOR_63585000_|025913_LUS_PEQNICOLAS_T2_VOL1_63311_695602D_|011405_LUS_OEXORCISMO_
225,011405_LUS_OEXORCISMO_|028367_LUS_VIDAN1MOMENTO_67281000_|003150_LUS_DIARIODAPRINCESA_|014173_LUS_ACTIVPARANORMAL_|022077_LUS_HESHER_61764000_|024204_LUS_RUCACLUBECO_VOL6_63914_695370D_|025631_LUS_SOZINHA_65200000_|028732_LUS_MEDOPRIMARIO_66502000_|024645_LUS_VERTIGEM_61625000_|016624_LUS_IDADEGELO3_VP_65261000_|001097_LUS_STEPUP_|000055_LUS_TCAESMERECEMCEU_|021931_LUS_TERCEIROPASSO_62028000_|024214_LUS_ANTICRISTO_51899000_|026880_LUS_HOMEMABATER_64426000_
226,022079_LUS_ASSASSINOEMIM_62635000_|000069_LUS_TMNTNOVAAVENTURA_|026516_LUS_CELESTEJESSEMPRE_65219000_|010427_LUS_SONHADORES_|001080_LUS_HISTINTERMINAVEL_|008742_LUS_HACHIKO_|026458_LUS_LADRCOMESTILO_63638000_|027667_LUS_THEAST_67240000_|002509_LUS_YESMAN_|016321_LUS_RIO_VP_64471000_|011407_LUS_THEDEPARTED_|017109_LUS_HOMEMNOLIMITE_63401000_|018775_LUS_AMULHERDENEGRO_63026000_|002691_LUS_SINAISDOFUTURO_|015028_LUS_OSSMURFS_64447_
227,026458_LUS_LADRCOMESTILO_63638000_|004798_LUS_PORAMOR_|026512_LUS_FORCAG_61528000_VP_|008147_LUS_HOMEMDEFERRO2_|024590_LUS_VIAGEMPOPEYE_66734000_|016340_LUS_PLANETAMACACOSORIGEM_65275000_|020746_LUS_CHOKDEEARTCAMP_66089000_|026515_LUS_CATCH44_63349000_|012576_LUS_OCODIGOBASE_|026461_LUS_DESPERTAR_63765000_|012945_LUS_EMPRESTATEUNAMOR_|024863_LUS_POLAREXPRESS_62129000_VP_|015162_LUS_MEDOPROFUNDO_63035000_|002275_LUS_VELOCIDADEMFURIOSA_|008745_LUS_300_
228,000080_LUS_SAW3OLEGADO_|028731_LUS_116DESVIOMILHOES_66381000_|015188_LUS_HOSPICIO_61785000_|015028_LUS_OSSMURFS_64447_|024590_LUS_VIAGEMPOPEYE_66734000_|011003_LUS_GNOMEUEJULIETA_VP_|009363_LUS_ULTIMOEXORCISMO_|000152_LUS_DUMBO_|022536_LUS_OSUBSTITUTO_66413000_|026877_LUS_PANTERACOROSA_65436000_|026880_LUS_HOMEMABATER_64426000_|022011_LUS_ASSIMVENDE1FILME_63551000_|008742_LUS_HACHIKO_|027638_LUS_STOKER_67075000_|028364_LUS_1CONTODENATAL_52455000_VO_
229,016333_LUS_XMENOINICIO_65291000_|024587_LUS_MONGOL_66732000_|024607_LUS_AMITYVILLE_64985000_|026441_LUS_SPINRITMLAT_58364000_|004798_LUS_PORAMOR_|027638_LUS_STOKER_67075000_|011406_LUS_TROPAELITE2_|016589_LUS_METODPERIGOSO_5027000_|020166_LUS_GRAVIDAMASPOUCO_61648000_|020162_LUS_MISTERIORUA7_63172000_|017793_LUS_REBELDSALVADOR_65663000_|016576_LUS_GARFIELD2_65257000_|028488_LUS_TURBULENCIASAMOR_67032000_|017109_LUS_HOMEMNOLIMITE_63401000_|028367_LUS_VIDAN1MOMENTO_67281000_
230,008770_LUS_STEPUP3_|026516_LUS_CELESTEJESSEMPRE_65219000_|003150_LUS_DIARIODAPRINCESA_|028369_LUS_CENARIOMORTAL_67324000_|014682_LUS_COLOMBIANA_|028365_LUS_1CONTODENATAL_52455000_VP_|028367_LUS_VIDAN1MOMENTO_67281000_|021994_LUS_FILHOSHUANGSHI_58175000_|001522_LUS_YOUNGPEOPLEFUCKING_|016340_LUS_PLANETAMACACOSORIGEM_65275000_|019932_LUS_AMIGOSIMPROVAVEIS_VP_64400000_|016589_LUS_METODPERIGOSO_5027000_|002560_LUS_VELFUR_LIGATOQUIO_|028364_LUS_1CONTODENATAL_52455000_VO_|022549_LUS_200KMHORA_66405000_
231,001547_LUS_TWILIGHT_HD_|028365_LUS_1CONTODENATAL_52455000_VP_|028354_LUS_VIDASELVAGEMFILME_67297000_|028364_LUS_1CONTODENATAL_52455000_VO_|026458_LUS_LADRCOMESTILO_63638000_|008147_LUS_HOMEMDEFERRO2_|016333_LUS_XMENOINICIO_65291000_|024227_LUS_PATOLOGIA_59218000_|022030_LUS_MARGINAIS_66299000_|003004_LUS_CORALINE_|000244_LUS_B13GANGSBAIRRO13_|002247_LUS_RAPAZPIJAMARISCAS_|001857_LUS_TRANSPORTER3_HD_|000102_LUS_BRATZOFILMEVDOB_|002562_LUS_SCARYMOVIE2_
232,016589_LUS_METODPERIGOSO_5027000_|000055_LUS_TCAESMERECEMCEU_|024858_LUS_CATWOMAN_62067000_|017090_LUS_ESPIAOFANTASM_62833000_|011414_LUS_1MAEEMAPUROS_|024203_LUS_PEQNICOLAS_VOL8_62592_695371D_|000104_LUS_COLECCIONADOROLHOS_|001015_LUS_MACACOSESPACO_VP_|003004_LUS_CORALINE_|020162_LUS_MISTERIORUA7_63172000_|013660_LUS_TINHASMSMSERTU_|003006_LUS_NOLIMITEDOAMOR_|027111_LUS_MANUALDAMOR_63585000_|005403_LUS_NINJASSASSI_|000291_LUS_ASTERIXVIKINGSVP_
233,020714_LUS_SCARYMOVIE_65590000_|000055_LUS_TCAESMERECEMCEU_|010931_LUS_DISCURSODOREI_|021930_LUS_POCAHONTASVP_27878000_VP_|025631_LUS_SOZINHA_65200000_|016574_LUS_HORTONEQUEM_VP_65251000_|028333_LUS_POKEMON5_55561000_|015175_LUS_NSEICELACONSEGUE_62846000_|021994_LUS_FILHOSHUANGSHI_58175000_|019934_LUS_1MONSTROPARIS_61442000_VP_|000152_LUS_DUMBO_|004798_LUS_PORAMOR_|025076_LUS_SEMTI_61341000_|011998_LUS_KICKASS_|002247_LUS_RAPAZPIJAMARISCAS_
234,011979_LUS_SAW6_|025693_LUS_TUDOPOR1BEBE_64425000_|021987_LUS_MUNDENCANTGIGI_60283000_VP_|002560_LUS_VELFUR_LIGATOQUIO_|016644_LUS_APOLLO18_5439000_|004798_LUS_PORAMOR_|013410_LUS_ARTURVING2_VP_HD_|019932_LUS_AMIGOSIMPROVAVEIS_VP_64400000_|018874_LUS_ONGBAK3_65814000_|003150_LUS_DIARIODAPRINCESA_|014691_LUS_WANTED_|016333_LUS_XMENOINICIO_65291000_|009363_LUS_ULTIMOEXORCISMO_|022077_LUS_HESHER_61764000_|028369_LUS_CENARIOMORTAL_67324000_
235,026969_LUS_ARANHAS_63574000_|029318_LUS_TEMOSFALARSOBKEVIN_65924000_|016321_LUS_RIO_VP_64471000_|002691_LUS_SINAISDOFUTURO_|000248_LUS_CRIMEPADREAMARO_|012029_LUS_TEKKENOFILME_|002562_LUS_SCARYMOVIE2_|014682_LUS_COLOMBIANA_|002205_LUS_ENGATE_|026902_LUS_GRANDEDIA_63777000_|012618_LUS_THEMECHANICOPROFISSIONAL_|010931_LUS_DISCURSODOREI_|002027_LUS_DARKKNIGHT_HD_|003018_LUS_ZACKMIRIFAZEMPORNO_|026645_LUS_BALACERTEIRA_67106000_
236,019363_LUS_ESPELHOMEU_VP_63742000_VP_|019404_LUS_BALASEBOLINHOSREG_55945000_|011003_LUS_GNOMEUEJULIETA_VP_|000092_LUS_TURISTAS_|020157_LUS_ACEVENTURADETANIM_26668000_|015188_LUS_HOSPICIO_61785000_|026515_LUS_CATCH44_63349000_|028371_LUS_CONFIANCATRAIDA_67282000_|025631_LUS_SOZINHA_65200000_|003150_LUS_DIARIODAPRINCESA_|018836_LUS_GETSMARTOLHOVIVO_62092000_|017791_LUS_DRIVEDUPLRISC_65661000_|001015_LUS_MACACOSESPACO_VP_|022030_LUS_MARGINAIS_66299000_|015788_LUS_CAPUCHVERM_NAVENT_65128000_
237,021995_LUS_MORTENEGRA_60346000_|010427_LUS_SONHADORES_|003249_LUS_HARRYPOTTERPRISAZK_|016340_LUS_PLANETAMACACOSORIGEM_65275000_|008535_LUS_CARTASPARAJULIETA_|018789_LUS_EUSOUALENDA_62106000_|018836_LUS_GETSMARTOLHOVIVO_62092000_|024595_LUS_DUPLOIMPACTO_65440000_|029647_LUS_ROMANCEARRISCADO_55158000_|021960_LUS_DARKTIDE_66294000_|021994_LUS_FILHOSHUANGSHI_58175000_|014691_LUS_WANTED_|010931_LUS_DISCURSODOREI_|028731_LUS_116DESVIOMILHOES_66381000_|008770_LUS_STEPUP3_
238,001097_LUS_STEPUP_|028405_LUS_3096DIAS_65991000_|015028_LUS_OSSMURFS_64447_|002027_LUS_DARKKNIGHT_HD_|027638_LUS_STOKER_67075000_|012899_LUS_ARVOREDAVIDA_|022076_LUS_OSILENCIO_66325000_|023531_LUS_VIDASECRETGATOS_53490000_|018789_LUS_EUSOUALENDA_62106000_|000244_LUS_B13GANGSBAIRRO13_|012029_LUS_TEKKENOFILME_|021285_LUS_MATCASREENCARN_61631000_|025076_LUS_SEMTI_61341000_|022529_LUS_LOLAVERSUS_63741000_|028364_LUS_1CONTODENATAL_52455000_VO_
239,028347_LUS_PELE_54257000_|000008_LUS_CIDADEBAIXA_|015028_LUS_OSSMURFS_64447_|020698_LUS_PESCASALMAOIEMEN_66079000_|011003_LUS_GNOMEUEJULIETA_VP_|000292_LUS_ARTURMINIMEUSVP_|015851_LUS_1CALOIR7PASPALH_58698000_|023531_LUS_VIDASECRETGATOS_53490000_|001547_LUS_TWILIGHT_HD_|000055_LUS_TCAESMERECEMCEU_|026881_LUS_PEDACINHOPARAISO_61913000_|025701_LUS_SNITCH_63868000_|028731_LUS_116DESVIOMILHOES_66381000_|012618_LUS_THEMECHANICOPROFISSIONAL_|027114_LUS_AMORELETRAS_65531000_
